POLE TYPE,LIGHT PRESENT,SIDE OF ROAD,ELEVATION,latitude,longitude,GeoLocation
Wood,Yes,Right,56.44,30.51546887,-91.16312248,"(30.51546887, -91.16312248)"
Wood,Yes,Right,62.263,30.51545477,-91.16344924,"(30.51545477, -91.16344924)"
Wood,Yes,Right,70.531,30.52106327,-91.1738853,"(30.52106327, -91.1738853)"
Wood,Yes,Right,67.647,30.52116633,-91.17171586,"(30.52116633, -91.17171586)"
Wood,Yes,Right,70.249,30.52185479,-91.17175979,"(30.52185479, -91.17175979)"
Wood,Yes,Right,69.668,30.52402785,-91.1717348,"(30.52402785, -91.1717348)"
Wood,Yes,Right,84.084,30.52313245,-91.17170105,"(30.52313245, -91.17170105)"
Wood,Yes,Right,64.248,30.52129294,-91.17004616,"(30.52129294, -91.17004616)"
Wood,Yes,Right,75.524,30.52170705,-91.17009959,"(30.52170705, -91.17009959)"
Wood,Yes,Right,68.428,30.52229269,-91.1701053,"(30.52229269, -91.1701053)"
Wood,Yes,Right,67.142,30.52263156,-91.16993276,"(30.52263156, -91.16993276)"
Wood,Unknown,Right,73.382,30.52094551,-91.16839554,"(30.52094551, -91.16839554)"
Wood,Yes,Right,63.805,30.52137185,-91.1669277,"(30.52137185, -91.1669277)"
Wood,Yes,Right,64.602,30.52187635,-91.16696153,"(30.52187635, -91.16696153)"
Metal,Yes,Right,63.021,30.53046369,-91.15967695,"(30.53046369, -91.15967695)"
Wood,Yes,Right,113.7,30.52295668,-91.18209981,"(30.52295668, -91.18209981)"
Metal,Yes,Right,62.335,30.53016817,-91.15937246,"(30.53016817, -91.15937246)"
Metal,Yes,Left,67.929,30.53395893,-91.15975712,"(30.53395893, -91.15975712)"
Metal,Yes,Left,65.98,30.53356358,-91.15968495,"(30.53356358, -91.15968495)"
Metal,Yes,Left,64.645,30.53320506,-91.15964383,"(30.53320506, -91.15964383)"
Metal,Yes,Left,64.875,30.5329167,-91.15964332,"(30.5329167, -91.15964332)"
Metal,Yes,Left,64.989,30.5325437,-91.15963147,"(30.5325437, -91.15963147)"
Metal,Yes,Left,64.278,30.53212719,-91.15962476,"(30.53212719, -91.15962476)"
Wood,Yes,Right,71.463,30.53543655,-91.16221934,"(30.53543655, -91.16221934)"
Wood,Yes,Right,65.649,30.53152086,-91.16159929,"(30.53152086, -91.16159929)"
Wood,Yes,Right,91.597,30.53135943,-91.1673764,"(30.53135943, -91.1673764)"
Wood,Yes,Right,68.398,30.52396027,-91.16187463,"(30.52396027, -91.16187463)"
Wood,Yes,Right,67.214,30.52394566,-91.16243782,"(30.52394566, -91.16243782)"
Wood,Yes,Right,68.411,30.52379531,-91.16559481,"(30.52379531, -91.16559481)"
Wood,Yes,Right,68.129,30.52376198,-91.16585788,"(30.52376198, -91.16585788)"
Wood,Yes,Right,66.144,30.52234054,-91.17441458,"(30.52234054, -91.17441458)"
Wood,Yes,Right,66.768,30.52224378,-91.17717299,"(30.52224378, -91.17717299)"
Wood,Yes,Right,68.753,30.52216035,-91.17945718,"(30.52216035, -91.17945718)"
Wood,Yes,Right,68.195,30.52214467,-91.17972153,"(30.52214467, -91.17972153)"
Wood,Yes,Right,63.021,30.52264639,-91.16873667,"(30.52264639, -91.16873667)"
Wood,Yes,Right,112.411,30.52296149,-91.18166763,"(30.52296149, -91.18166763)"
Wood,Yes,Right,104.064,30.52230707,-91.18212165,"(30.52230707, -91.18212165)"
Wood,Yes,Right,58.516,30.51544236,-91.16379444,"(30.51544236, -91.16379444)"
Wood,Yes,Right,55.869,30.51543679,-91.16417367,"(30.51543679, -91.16417367)"
Wood,Yes,Right,58.746,30.51539555,-91.16520242,"(30.51539555, -91.16520242)"
Wood,Yes,Right,58.552,30.51538478,-91.16555727,"(30.51538478, -91.16555727)"
Wood,Yes,Right,58.08,30.51536952,-91.16589181,"(30.51536952, -91.16589181)"
Wood,Yes,Right,59.445,30.51534937,-91.16644737,"(30.51534937, -91.16644737)"
Wood,Yes,Right,57.716,30.51542366,-91.16449982,"(30.51542366, -91.16449982)"
Wood,Yes,Right,59.622,30.51540583,-91.16485613,"(30.51540583, -91.16485613)"
Wood,Yes,Right,59.176,30.51513969,-91.16167121,"(30.51513969, -91.16167121)"
Wood,Yes,Right,58.339,30.5162423,-91.16228394,"(30.5162423, -91.16228394)"
Wood,Yes,Right,59.14,30.51622746,-91.16264354,"(30.51622746, -91.16264354)"
Wood,Yes,Right,57.982,30.51621576,-91.16299879,"(30.51621576, -91.16299879)"
Wood,Yes,Right,67.017,30.52224223,-91.16698074,"(30.52224223, -91.16698074)"
Wood,Yes,Right,68.205,30.52271447,-91.1740436,"(30.52271447, -91.1740436)"
Wood,Yes,Right,67.647,30.52228474,-91.174031,"(30.52228474, -91.174031)"
Wood,Yes,Right,66.922,30.522003,-91.17401905,"(30.522003, -91.17401905)"
Wood,Yes,Right,69.12,30.52142803,-91.17398873,"(30.52142803, -91.17398873)"
Wood,Yes,Right,65.774,30.52369504,-91.17408832,"(30.52369504, -91.17408832)"
Wood,Yes,Right,68.28,30.52373188,-91.17180981,"(30.52373188, -91.17180981)"
Wood,Yes,Right,68.835,30.52334237,-91.17181557,"(30.52334237, -91.17181557)"
Wood,Yes,Right,70.629,30.52269328,-91.17180793,"(30.52269328, -91.17180793)"
Wood,Yes,Right,71.564,30.51957913,-91.17247053,"(30.51957913, -91.17247053)"
Wood,Yes,Right,71.909,30.51959487,-91.17204313,"(30.51959487, -91.17204313)"
Wood,Yes,Right,71.069,30.51961364,-91.17139289,"(30.51961364, -91.17139289)"
Wood,Yes,Right,85.203,30.53128658,-91.16684601,"(30.53128658, -91.16684601)"
Wood,Yes,Right,91.344,30.5313011,-91.16656694,"(30.5313011, -91.16656694)"
Wood,Yes,Right,72.624,30.53171953,-91.16861235,"(30.53171953, -91.16861235)"
Wood,Yes,Right,66.623,30.53174276,-91.17043649,"(30.53174276, -91.17043649)"
Wood,Yes,Right,66.758,30.53132053,-91.18536589,"(30.53132053, -91.18536589)"
Wood,Yes,Right,68.32,30.53173882,-91.17079093,"(30.53173882, -91.17079093)"
Wood,Yes,Right,112.224,30.53105266,-91.18548591,"(30.53105266, -91.18548591)"
Wood,Yes,Right,109.468,30.53094528,-91.18576545,"(30.53094528, -91.18576545)"
Wood,Yes,Right,102.617,30.53078658,-91.18619963,"(30.53078658, -91.18619963)"
Wood,Yes,Right,68.362,30.52980407,-91.18665806,"(30.52980407, -91.18665806)"
Wood,Yes,Right,69.415,30.52914259,-91.18630938,"(30.52914259, -91.18630938)"
Wood,Yes,Right,72.306,30.5284427,-91.18594438,"(30.5284427, -91.18594438)"
Wood,Yes,Right,66.134,30.52254836,-91.16567711,"(30.52254836, -91.16567711)"
Wood,Yes,Right,67.998,30.52257041,-91.16507755,"(30.52257041, -91.16507755)"
Wood,Yes,Right,67.936,30.52258743,-91.16465872,"(30.52258743, -91.16465872)"
Wood,Yes,Right,70.042,30.52260909,-91.16417038,"(30.52260909, -91.16417038)"
Wood,Yes,Right,63.382,30.52252146,-91.16610296,"(30.52252146, -91.16610296)"
Wood,Unknown,Right,65.715,30.52253938,-91.16578523,"(30.52253938, -91.16578523)"
Wood,Yes,Right,73.411,30.5230504,-91.16506633,"(30.5230504, -91.16506633)"
Wood,Yes,Right,69.018,30.52198697,-91.16501796,"(30.52198697, -91.16501796)"
Wood,Yes,Right,63.005,30.52199727,-91.16459758,"(30.52199727, -91.16459758)"
Wood,Yes,Right,66.246,30.52201331,-91.16422811,"(30.52201331, -91.16422811)"
Wood,Yes,Right,65.564,30.52432998,-91.16694526,"(30.52432998, -91.16694526)"
Wood,Yes,Right,72.293,30.52435662,-91.16640129,"(30.52435662, -91.16640129)"
Wood,Yes,Right,57.516,30.51620337,-91.16334119,"(30.51620337, -91.16334119)"
Wood,Yes,Right,58.129,30.51619338,-91.16369961,"(30.51619338, -91.16369961)"
Wood,Yes,Right,59.238,30.51617228,-91.16398737,"(30.51617228, -91.16398737)"
Wood,Yes,Right,56.561,30.51616363,-91.16455806,"(30.51616363, -91.16455806)"
Wood,Yes,Right,59.071,30.51614944,-91.16489244,"(30.51614944, -91.16489244)"
Wood,Yes,Right,59.048,30.51613651,-91.16523874,"(30.51613651, -91.16523874)"
Wood,Yes,Right,60.124,30.51612143,-91.16556665,"(30.51612143, -91.16556665)"
Wood,Yes,Right,57.706,30.5161117,-91.16594254,"(30.5161117, -91.16594254)"
Wood,Yes,Right,59.812,30.516096,-91.16626269,"(30.516096, -91.16626269)"
Wood,Yes,Right,59.868,30.51625442,-91.16178522,"(30.51625442, -91.16178522)"
Wood,Unknown,Right,58.946,30.5155643,-91.16659392,"(30.5155643, -91.16659392)"
Wood,Unknown,Right,58.579,30.51499798,-91.16656556,"(30.51499798, -91.16656556)"
Wood,Yes,Right,70.429,30.51963097,-91.17087776,"(30.51963097, -91.17087776)"
Wood,Yes,Right,71.354,30.51989694,-91.16291437,"(30.51989694, -91.16291437)"
Wood,Yes,Right,69.405,30.51988295,-91.16329055,"(30.51988295, -91.16329055)"
Wood,Yes,Right,71.298,30.51984615,-91.16442044,"(30.51984615, -91.16442044)"
Wood,Yes,Right,70.285,30.51983194,-91.16484133,"(30.51983194, -91.16484133)"
Wood,Yes,Right,69.415,30.51981037,-91.1653638,"(30.51981037, -91.1653638)"
Wood,Yes,Right,68.969,30.51977775,-91.16644752,"(30.51977775, -91.16644752)"
Wood,Yes,Right,68.963,30.519757,-91.16700914,"(30.519757, -91.16700914)"
Wood,Yes,Right,68.946,30.51974299,-91.16749209,"(30.51974299, -91.16749209)"
Wood,Yes,Right,65.462,30.51889788,-91.16529227,"(30.51889788, -91.16529227)"
Wood,Unknown,Right,66.223,30.51888517,-91.165629,"(30.51888517, -91.165629)"
Wood,Unknown,Right,65.76,30.51888313,-91.16581545,"(30.51888313, -91.16581545)"
Wood,Yes,Right,74.002,30.52710097,-91.18523839,"(30.52710097, -91.18523839)"
Wood,Yes,Right,73.001,30.52641704,-91.18487961,"(30.52641704, -91.18487961)"
Wood,Yes,Right,74.028,30.52344762,-91.1833265,"(30.52344762, -91.1833265)"
Wood,Yes,Right,71.574,30.52304389,-91.18312035,"(30.52304389, -91.18312035)"
Wood,Yes,Right,70.974,30.52231355,-91.18272724,"(30.52231355, -91.18272724)"
Wood,Yes,Right,70.186,30.52196352,-91.18254558,"(30.52196352, -91.18254558)"
Wood,Yes,Right,69.484,30.52158091,-91.18234675,"(30.52158091, -91.18234675)"
Wood,Yes,Right,69.97,30.52121707,-91.18215962,"(30.52121707, -91.18215962)"
Wood,Yes,Other,89.917,30.52081101,-91.18188143,"(30.52081101, -91.18188143)"
Wood,Yes,Right,74.36,30.52780298,-91.1856045,"(30.52780298, -91.1856045)"
Wood,Yes,Right,73.047,30.5242042,-91.18372902,"(30.5242042, -91.18372902)"
Wood,Yes,Right,74.547,30.52384569,-91.18352623,"(30.52384569, -91.18352623)"
Wood,Yes,Right,72.083,30.52436737,-91.16612047,"(30.52436737, -91.16612047)"
Wood,Yes,Right,69.596,30.52440899,-91.16484856,"(30.52440899, -91.16484856)"
Wood,Unknown,Right,70.098,30.52441609,-91.16461458,"(30.52441609, -91.16461458)"
Wood,Yes,Right,70.045,30.52442315,-91.16403089,"(30.52442315, -91.16403089)"
Wood,Yes,Right,72.427,30.5250143,-91.16445738,"(30.5250143, -91.16445738)"
Wood,Yes,Right,71.574,30.52498995,-91.16495355,"(30.52498995, -91.16495355)"
Wood,Yes,Right,68.736,30.52432693,-91.16552211,"(30.52432693, -91.16552211)"
Wood,Yes,Right,68.959,30.52466024,-91.16551993,"(30.52466024, -91.16551993)"
Wood,Yes,Right,68.661,30.52488868,-91.16553042,"(30.52488868, -91.16553042)"
Wood,Yes,Right,69.228,30.52552543,-91.16554135,"(30.52552543, -91.16554135)"
Wood,Yes,Right,69.15,30.52618229,-91.16555126,"(30.52618229, -91.16555126)"
Wood,Yes,Right,77.647,30.52672206,-91.1655659,"(30.52672206, -91.1655659)"
Wood,Yes,Right,59.274,30.51482887,-91.16655802,"(30.51482887, -91.16655802)"
Wood,Yes,Right,73.664,30.51419397,-91.1665145,"(30.51419397, -91.1665145)"
Wood,Yes,Right,53.474,30.51383062,-91.16692127,"(30.51383062, -91.16692127)"
Wood,Yes,Right,56.233,30.51379987,-91.16752764,"(30.51379987, -91.16752764)"
Wood,Yes,Right,53.205,30.51379066,-91.16807288,"(30.51379066, -91.16807288)"
Wood,Yes,Right,52.87,30.51377154,-91.16854956,"(30.51377154, -91.16854956)"
Wood,Yes,Right,53.162,30.51375488,-91.16907248,"(30.51375488, -91.16907248)"
Wood,Yes,Right,61.154,30.5137316,-91.16950301,"(30.5137316, -91.16950301)"
Wood,Yes,Right,54.468,30.51372101,-91.17010573,"(30.51372101, -91.17010573)"
Wood,Yes,Right,55.36,30.51370508,-91.17047331,"(30.51370508, -91.17047331)"
Wood,Yes,Right,56.361,30.5136848,-91.1709756,"(30.5136848, -91.1709756)"
Wood,Yes,Right,53.759,30.51366792,-91.17150114,"(30.51366792, -91.17150114)"
Wood,Yes,Right,64.346,30.51886235,-91.16633483,"(30.51886235, -91.16633483)"
Wood,Yes,Right,64.255,30.51884815,-91.16668662,"(30.51884815, -91.16668662)"
Wood,Yes,Right,64.537,30.51883421,-91.1671604,"(30.51883421, -91.1671604)"
Wood,Unknown,Right,65.406,30.5188169,-91.16766832,"(30.5188169, -91.16766832)"
Wood,Unknown,Right,64.773,30.5188163,-91.16768557,"(30.5188163, -91.16768557)"
Wood,Yes,Right,65.416,30.51878991,-91.16849166,"(30.51878991, -91.16849166)"
Wood,Yes,Right,64.278,30.5187674,-91.16915461,"(30.5187674, -91.16915461)"
Wood,Yes,Right,64.048,30.51875665,-91.16952474,"(30.51875665, -91.16952474)"
Wood,Yes,Right,63.119,30.5187382,-91.16995529,"(30.5187382, -91.16995529)"
Wood,Yes,Right,69.14,30.51855492,-91.17534614,"(30.51855492, -91.17534614)"
Wood,Yes,Right,64.809,30.51854397,-91.17576236,"(30.51854397, -91.17576236)"
Wood,Yes,Right,66.344,30.51853203,-91.17605333,"(30.51853203, -91.17605333)"
Metal,Yes,Right,73.864,30.52048807,-91.18516034,"(30.52048807, -91.18516034)"
Metal,Yes,Right,70.997,30.52045653,-91.18599645,"(30.52045653, -91.18599645)"
Metal,Yes,Right,73.434,30.52044173,-91.18630586,"(30.52044173, -91.18630586)"
Metal,Unknown,Right,71.771,30.52041844,-91.1869586,"(30.52041844, -91.1869586)"
Metal,Yes,Right,71.095,30.52040653,-91.18736575,"(30.52040653, -91.18736575)"
Metal,Yes,Right,71.102,30.52039324,-91.1877636,"(30.52039324, -91.1877636)"
Metal,Yes,Right,71.426,30.52038007,-91.18816323,"(30.52038007, -91.18816323)"
Metal,Yes,Right,71.643,30.52036429,-91.18855208,"(30.52036429, -91.18855208)"
Metal,Yes,Right,71.157,30.52035119,-91.18894943,"(30.52035119, -91.18894943)"
Metal,Yes,Right,71.745,30.52033786,-91.18934614,"(30.52033786, -91.18934614)"
Metal,Unknown,Right,72.129,30.52032768,-91.18966517,"(30.52032768, -91.18966517)"
Metal,Unknown,Right,70.993,30.52031603,-91.18998451,"(30.52031603, -91.18998451)"
Wood,Yes,Right,101.111,30.52232379,-91.18173283,"(30.52232379, -91.18173283)"
Wood,Yes,Right,68.976,30.52304175,-91.17714285,"(30.52304175, -91.17714285)"
Wood,Yes,Right,68.884,30.52301616,-91.17768426,"(30.52301616, -91.17768426)"
Wood,Yes,Right,68.749,30.52300207,-91.17823942,"(30.52300207, -91.17823942)"
Wood,Yes,Right,68.313,30.52298686,-91.17858725,"(30.52298686, -91.17858725)"
Wood,Yes,Right,71.712,30.52297717,-91.17910388,"(30.52297717, -91.17910388)"
Wood,Yes,Right,70.672,30.52296219,-91.17946964,"(30.52296219, -91.17946964)"
Wood,Yes,Right,69.865,30.52295606,-91.17988387,"(30.52295606, -91.17988387)"
Wood,Yes,Right,70.258,30.52294535,-91.18018517,"(30.52294535, -91.18018517)"
Wood,Yes,Right,105.511,30.52302697,-91.18274215,"(30.52302697, -91.18274215)"
Wood,Unknown,Right,103.854,30.5223978,-91.18173586,"(30.5223978, -91.18173586)"
Metal,Yes,Median,72.27,30.52673616,-91.19141243,"(30.52673616, -91.19141243)"
Wood,Yes,Right,57.572,30.51365561,-91.17188205,"(30.51365561, -91.17188205)"
Wood,Unknown,Right,54.845,30.5136,-91.17383976,"(30.5136, -91.17383976)"
Wood,Yes,Right,55.639,30.51576259,-91.16155912,"(30.51576259, -91.16155912)"
Wood,Yes,Right,58.618,30.51593612,-91.1615938,"(30.51593612, -91.1615938)"
Wood,Yes,Right,56.502,30.51514619,-91.1690591,"(30.51514619, -91.1690591)"
Wood,Yes,Right,59.553,30.51512351,-91.16949926,"(30.51512351, -91.16949926)"
Wood,Yes,Right,59.501,30.51510454,-91.17009222,"(30.51510454, -91.17009222)"
Wood,Yes,Right,63.162,30.51508626,-91.17049581,"(30.51508626, -91.17049581)"
Wood,Yes,Right,58.713,30.51506838,-91.17107476,"(30.51506838, -91.17107476)"
Wood,Yes,Right,56.958,30.51505446,-91.17150234,"(30.51505446, -91.17150234)"
Wood,Yes,Right,58.119,30.51503376,-91.17206185,"(30.51503376, -91.17206185)"
Wood,Yes,Right,58.756,30.51500821,-91.17261458,"(30.51500821, -91.17261458)"
Wood,Yes,Right,66.695,30.51851709,-91.17659919,"(30.51851709, -91.17659919)"
Wood,Yes,Right,67.099,30.51850801,-91.17695772,"(30.51850801, -91.17695772)"
Wood,Yes,Right,66.591,30.51848607,-91.17752671,"(30.51848607, -91.17752671)"
Wood,Yes,Right,64.514,30.51952357,-91.17660077,"(30.51952357, -91.17660077)"
Wood,Yes,Right,65.108,30.51951306,-91.17710581,"(30.51951306, -91.17710581)"
Wood,Yes,Right,66.761,30.51951967,-91.17745208,"(30.51951967, -91.17745208)"
Wood,Yes,Right,69.884,30.52127836,-91.17935888,"(30.52127836, -91.17935888)"
Wood,Yes,Right,73.241,30.5212955,-91.17904894,"(30.5212955, -91.17904894)"
Wood,Yes,Right,69.53,30.52130213,-91.17857606,"(30.52130213, -91.17857606)"
Wood,Yes,Right,70.662,30.52147118,-91.17363174,"(30.52147118, -91.17363174)"
Wood,Yes,Right,70.37,30.52148578,-91.17313086,"(30.52148578, -91.17313086)"
Wood,Yes,Right,70.163,30.52149381,-91.17277944,"(30.52149381, -91.17277944)"
Metal,Unknown,Right,72.342,30.52030426,-91.19029643,"(30.52030426, -91.19029643)"
Metal,Unknown,Right,72.352,30.52029402,-91.1906154,"(30.52029402, -91.1906154)"
Metal,Yes,Right,71.571,30.52028015,-91.19092487,"(30.52028015, -91.19092487)"
Metal,Yes,Right,71.325,30.52027017,-91.19124438,"(30.52027017, -91.19124438)"
Metal,Yes,Right,70.734,30.52025823,-91.19155595,"(30.52025823, -91.19155595)"
Metal,Yes,Right,72.329,30.52024578,-91.19187011,"(30.52024578, -91.19187011)"
Metal,Yes,Right,68.185,30.52022924,-91.19252335,"(30.52022924, -91.19252335)"
Metal,Yes,Right,69.422,30.52021689,-91.19283393,"(30.52021689, -91.19283393)"
Metal,Yes,Right,69.727,30.5231863,-91.19744015,"(30.5231863, -91.19744015)"
Metal,Yes,Right,73.205,30.52059719,-91.19653858,"(30.52059719, -91.19653858)"
Metal,Yes,Right,73.723,30.52033324,-91.19637596,"(30.52033324, -91.19637596)"
Metal,Unknown,Right,71.915,30.52004725,-91.19625611,"(30.52004725, -91.19625611)"
Wood,Yes,Right,68.408,30.52514256,-91.16263692,"(30.52514256, -91.16263692)"
Wood,Yes,Right,67.755,30.52550819,-91.16264046,"(30.52550819, -91.16264046)"
Wood,Yes,Right,69.668,30.52590361,-91.16265108,"(30.52590361, -91.16265108)"
Wood,Yes,Right,67.014,30.52640434,-91.1626606,"(30.52640434, -91.1626606)"
Wood,Yes,Right,67.004,30.52681269,-91.16266932,"(30.52681269, -91.16266932)"
Wood,Yes,Right,68.057,30.52731304,-91.16268002,"(30.52731304, -91.16268002)"
Wood,Yes,Right,75.042,30.52767918,-91.16269838,"(30.52767918, -91.16269838)"
Wood,Yes,Right,88.546,30.52406236,-91.16259043,"(30.52406236, -91.16259043)"
Metal,Yes,Median,69.691,30.54278528,-91.16599283,"(30.54278528, -91.16599283)"
Metal,Yes,Median,69.245,30.54309922,-91.16601287,"(30.54309922, -91.16601287)"
Metal,Yes,Median,70.619,30.54341579,-91.16602529,"(30.54341579, -91.16602529)"
Metal,Yes,Median,70.531,30.54373301,-91.16604209,"(30.54373301, -91.16604209)"
Wood,Yes,Right,59.271,30.51499273,-91.17315374,"(30.51499273, -91.17315374)"
Wood,Yes,Right,61.856,30.5149754,-91.17354459,"(30.5149754, -91.17354459)"
Wood,Yes,Right,55.226,30.51497133,-91.17399898,"(30.51497133, -91.17399898)"
Wood,Yes,Right,61.784,30.51494533,-91.17439604,"(30.51494533, -91.17439604)"
Wood,Yes,Right,61.131,30.51493171,-91.17488564,"(30.51493171, -91.17488564)"
Wood,Yes,Right,64.478,30.5149167,-91.17522603,"(30.5149167, -91.17522603)"
Wood,Yes,Right,65.045,30.51834014,-91.16459527,"(30.51834014, -91.16459527)"
Wood,Yes,Right,66.299,30.51732737,-91.1685441,"(30.51732737, -91.1685441)"
Wood,Unknown,Right,58.044,30.51586955,-91.16867274,"(30.51586955, -91.16867274)"
Wood,Yes,Right,53.418,30.51341309,-91.16855813,"(30.51341309, -91.16855813)"
Wood,Yes,Right,54.714,30.51273012,-91.16852378,"(30.51273012, -91.16852378)"
Wood,Yes,Right,60.436,30.51175534,-91.17084456,"(30.51175534, -91.17084456)"
Wood,Yes,Right,70.153,30.52150973,-91.17232793,"(30.52150973, -91.17232793)"
Wood,Yes,Right,72.729,30.5215234,-91.17181432,"(30.5215234, -91.17181432)"
Wood,Yes,Right,69.077,30.5215313,-91.17129183,"(30.5215313, -91.17129183)"
Wood,Yes,Right,70.734,30.52154905,-91.17069446,"(30.52154905, -91.17069446)"
Wood,Yes,Right,69.176,30.52156996,-91.17007437,"(30.52156996, -91.17007437)"
Wood,Yes,Right,69.287,30.5215818,-91.16968452,"(30.5215818, -91.16968452)"
Wood,Yes,Right,68.923,30.52159361,-91.16942492,"(30.52159361, -91.16942492)"
Wood,Yes,Right,67.257,30.52160446,-91.16914114,"(30.52160446, -91.16914114)"
Wood,Yes,Right,83.677,30.52171387,-91.16807179,"(30.52171387, -91.16807179)"
Wood,Yes,Right,64.957,30.52245367,-91.16853097,"(30.52245367, -91.16853097)"
Wood,Yes,Right,63.913,30.52165684,-91.16850478,"(30.52165684, -91.16850478)"
Wood,Unknown,Right,65.242,30.52103445,-91.1684739,"(30.52103445, -91.1684739)"
Metal,Yes,Right,74.684,30.5213037,-91.19617429,"(30.5213037, -91.19617429)"
Metal,Yes,Right,71.302,30.52264622,-91.19713073,"(30.52264622, -91.19713073)"
Metal,Yes,Right,71.187,30.52295311,-91.19720064,"(30.52295311, -91.19720064)"
Metal,Yes,Right,72.191,30.52220449,-91.19703955,"(30.52220449, -91.19703955)"
Metal,Yes,Right,71.115,30.52171195,-91.19693564,"(30.52171195, -91.19693564)"
Metal,Yes,Right,76.856,30.52127386,-91.19549171,"(30.52127386, -91.19549171)"
Metal,Yes,Right,70.56,30.52103741,-91.19507228,"(30.52103741, -91.19507228)"
Metal,Yes,Right,71.216,30.52060205,-91.19504029,"(30.52060205, -91.19504029)"
Wood,Yes,Right,72.115,30.52462474,-91.1838338,"(30.52462474, -91.1838338)"
Wood,Yes,Right,76.22,30.52670502,-91.18492375,"(30.52670502, -91.18492375)"
Wood,Yes,Right,72.736,30.52507777,-91.18404773,"(30.52507777, -91.18404773)"
Wood,Unknown,Right,68.48,30.52855093,-91.16547327,"(30.52855093, -91.16547327)"
Wood,Yes,Right,68.936,30.5288447,-91.16544512,"(30.5288447, -91.16544512)"
Wood,Yes,Right,72.837,30.52925151,-91.16541653,"(30.52925151, -91.16541653)"
Wood,Yes,Right,68.759,30.52969239,-91.16536104,"(30.52969239, -91.16536104)"
Wood,Yes,Right,70.97,30.53053473,-91.16887251,"(30.53053473, -91.16887251)"
Wood,Yes,Right,72.03,30.53053478,-91.16846848,"(30.53053478, -91.16846848)"
Metal,Yes,Right,67.611,30.52956015,-91.16794078,"(30.52956015, -91.16794078)"
Wood,Yes,Right,66.105,30.52640831,-91.16328195,"(30.52640831, -91.16328195)"
Wood,Yes,Right,68.215,30.52639003,-91.16388459,"(30.52639003, -91.16388459)"
Wood,Yes,Right,72.302,30.52685827,-91.16388715,"(30.52685827, -91.16388715)"
Wood,Yes,Right,72.522,30.52687983,-91.16361712,"(30.52687983, -91.16361712)"
Wood,Yes,Right,77.073,30.52690092,-91.16335676,"(30.52690092, -91.16335676)"
Wood,Yes,Right,51.203,30.51333093,-91.1708907,"(30.51333093, -91.1708907)"
Wood,Yes,Right,59.488,30.51533164,-91.17101054,"(30.51533164, -91.17101054)"
Wood,Yes,Right,61.085,30.51598484,-91.17104026,"(30.51598484, -91.17104026)"
Wood,Yes,Right,68.129,30.51806516,-91.17344164,"(30.51806516, -91.17344164)"
Wood,Yes,Right,67.312,30.51887869,-91.17345138,"(30.51887869, -91.17345138)"
Wood,Yes,Right,68.634,30.51909719,-91.17347523,"(30.51909719, -91.17347523)"
Wood,Yes,Right,68.559,30.52007013,-91.17351834,"(30.52007013, -91.17351834)"
Wood,Yes,Right,71.282,30.52040975,-91.1735394,"(30.52040975, -91.1735394)"
Wood,Yes,Right,72.125,30.51722467,-91.17502434,"(30.51722467, -91.17502434)"
Wood,Yes,Right,71.043,30.51723687,-91.17463972,"(30.51723687, -91.17463972)"
Wood,Yes,Right,67.358,30.51752971,-91.17343621,"(30.51752971, -91.17343621)"
Wood,Yes,Right,70.065,30.51754944,-91.17309943,"(30.51754944, -91.17309943)"
Wood,Unknown,Right,62.079,30.52170206,-91.1690937,"(30.52170206, -91.1690937)"
Wood,Yes,Right,68.388,30.52208414,-91.17912858,"(30.52208414, -91.17912858)"
Wood,Yes,Right,69.373,30.52211744,-91.17808898,"(30.52211744, -91.17808898)"
Wood,Yes,Right,68.844,30.52209931,-91.17862903,"(30.52209931, -91.17862903)"
Wood,Yes,Right,69.576,30.52214948,-91.177463,"(30.52214948, -91.177463)"
Wood,Yes,Right,68.067,30.52216994,-91.17674301,"(30.52216994, -91.17674301)"
Wood,Yes,Right,65.879,30.52219548,-91.17598902,"(30.52219548, -91.17598902)"
Wood,Yes,Right,67.299,30.52222428,-91.17531533,"(30.52222428, -91.17531533)"
Wood,Yes,Right,68.408,30.52224669,-91.17468549,"(30.52224669, -91.17468549)"
Wood,Yes,Right,71.797,30.52227834,-91.17379065,"(30.52227834, -91.17379065)"
Wood,Yes,Right,70.058,30.52229019,-91.17329937,"(30.52229019, -91.17329937)"
Wood,Yes,Right,72.348,30.52230656,-91.17284501,"(30.52230656, -91.17284501)"
Wood,Yes,Right,72.027,30.52537387,-91.18422722,"(30.52537387, -91.18422722)"
Wood,Yes,Right,76.866,30.52738743,-91.18528429,"(30.52738743, -91.18528429)"
Wood,Yes,Right,72.755,30.52809044,-91.1856472,"(30.52809044, -91.1856472)"
Wood,Yes,Right,74.671,30.52873248,-91.18599654,"(30.52873248, -91.18599654)"
Wood,Yes,Right,77.417,30.52949854,-91.18640476,"(30.52949854, -91.18640476)"
Wood,Yes,Right,68.438,30.53124939,-91.18521686,"(30.53124939, -91.18521686)"
Wood,Yes,Right,68.073,30.53126392,-91.18472109,"(30.53126392, -91.18472109)"
Wood,Yes,Right,68.228,30.53128092,-91.1842524,"(30.53128092, -91.1842524)"
Wood,Yes,Right,68.014,30.53128999,-91.18374942,"(30.53128999, -91.18374942)"
